YF_Symbol,SC_NAME
534675.BO,PROZONINTU  
534680.BO,SRG HFL     
534691.BO,COMFORT COM 
534708.BO,SHANTIGURU  
534731.BO,BRONZE INFRA
534732.BO,CASPIAN     
534733.BO,AERPACE     
534741.BO,VIRTUAL GLO 
534742.BO,ZUARI AGRO  
534748.BO,STEEL EXCH  
534755.BO,TRIO MERCAN 
534758.BO,CIGNITI TECH
534804.BO,CARERATING  
534809.BO,PC JEWELLER 
534816.BO,INDUSTOWER  
534920.BO,COVIDH      
534976.BO,VMART       
535136.BO,NIBE        
535204.BO,MUKTA       
535205.BO,MYSTICELE   
535267.BO,COM FINCAP  
535276.BO,SBISENSEX   
535279.BO,BOTHRA MET  
535322.BO,REPCO HOME  
535431.BO,GCM SECU    
535458.BO,NRB IND BEA 
535566.BO,KIFS FSL    
535601.BO,SREELEATHER 
535602.BO,SHARDA MOTOR
535620.BO,BINNY MILLS 
535621.BO,SV GLOBAL   
535648.BO,JUSTDIAL    
535657.BO,OONE        
535667.BO,IFINSEC     
535693.BO,BRAHM INFRA 
535694.BO,EDSL        
535719.BO,QUEST SOFTEC
535730.BO,KHOOBSURAT  
535754.BO,ORIENT CEM  
535755.BO,ABFRL       
535789.BO,IBUL HSG FIN
535916.BO,ALSL        
535917.BO,GCMCOMM     
535958.BO,ESSENTIA    
536128.BO,VKJINFRA    
536264.BO,TIGER LOGS  
536493.BO,JKAGRI GEN  
536507.BO,FUTLIF FAS  
536565.BO,TRIMURTHI   
536659.BO,PVVINFRA    
536672.BO,VCU DATA    
536709.BO,INDRENEW    
536751.BO,FIVEXTRADE  
536773.BO,JIN POLY INV
536846.BO,YURANUS INFR
536868.BO,INTEGRA TELE
536960.BO,MOM100      
536965.BO,BP CAPITAL  
536974.BO,CAPTAIN POLY
537007.BO,ICICINIFTY  
537008.BO,ICICINF100  
537069.BO,ARNOLD HOLD 
537253.BO,SUNIL HEALTH
537254.BO,RCI IND     
537259.BO,SUYOG TELE  
537291.BO,NATH BIOGEN 
537292.BO,AGRI TECH   
537326.BO,CHEMTECH IND
537392.BO,TAAZAINT    
537483.BO,NIF100BEES  
537524.BO,VIAANINDUS  
537536.BO,DENIS CHEM  
537573.BO,POLYMAC     
537707.BO,ETT LTD     
537708.BO,KOTAKNIFTY  
537709.BO,HANSUGAR    
537750.BO,KIRAN VYPAR 
537766.BO,BCP LTD     
537785.BO,RACE        
537800.BO,MANGALAM IND
537820.BO,VFL         
537838.BO,NEGOTIUM    
537839.BO,PHOENIX TN  
537840.BO,RAUNAQEPC   
537985.BO,INFRONICS SY
538057.BO,CPSE ETF    
538081.BO,HARIA APL   
538092.BO,VASUPRADA   
538119.BO,RNB DENIMS  
538180.BO,GOLD LINE   
538212.BO,SHARP INV   
538268.BO,WONDERLA    
538273.BO,RESPONS INF 
538319.BO,GCM CAPI    
538351.BO,AFEL        
538365.BO,INCREDIBLE  
538401.BO,MAESTROS ELE
538402.BO,SPS         
538433.BO,CLASSIC     
538446.BO,MONEYBOXX   
538452.BO,QUASAR      
538464.BO,TPROJECT    
538465.BO,AMARSEC     
538476.BO,CTL         
538537.BO,OMANSH      
538539.BO,JTAPARIA    
538540.BO,RLFL        
538541.BO,INCEPTUM    
538542.BO,GOLDCOINHF  
538546.BO,BANSAL ROOF 
538556.BO,ARMAN       
538562.BO,SKIPPER     
538564.BO,JAMESWARREN 
538565.BO,VISTARAMAR  
538567.BO,GULFOIL LUB 
538568.BO,FRUTION     
538569.BO,TRIVENI ENT 
538575.BO,SOLISMAR    
538596.BO,QUANTBUILD  
538597.BO,TTIENT      
538598.BO,VISHAL      
538607.BO,TOYAMSL     
538609.BO,GAJANANSEC  
538610.BO,UNISON      
538611.BO,RTFL        
538634.BO,VRL         
538635.BO,SNOWMAN     
538646.BO,QGO         
538647.BO,PURSHOTTAM  
538666.BO,SHARDACROP  
538668.BO,NAYSAA      
538674.BO,CITYONLINE  
538683.BO,SENSEXBEES  
538685.BO,SHEMAROO    
538706.BO,ULTRACAB    
538707.BO,RCCL        
538708.BO,ETIL        
538713.BO,ATISHAY     
538715.BO,DHABRIYA    
538730.BO,PDSL        
538731.BO,HANMAN      
538732.BO,VGCL        
538733.BO,STARLIT     
538734.BO,CEINSYSTECH 
538743.BO,MUDUNURU    
538770.BO,CRANE INFRA 
538772.BO,NIYOGIN     
538778.BO,KALYANCAP   
538786.BO,CIL         
538787.BO,GBFL        
538788.BO,GILADAFINS  
538795.BO,SAPPL       
538812.BO,AANCHALISP  
538817.BO,CAPPIPES    
538834.BO,JMJFIN      
538835.BO,INTELLECT   
538836.BO,MONTECARLO  
538837.BO,JSTL        
538838.BO,ICL         
538857.BO,SCC         
538860.BO,PANAFIC     
538868.BO,CSL         
538874.BO,NEXUSSURGL  
538875.BO,SELLWIN     
538881.BO,GALADAFIN   
538882.BO, EMERALD    
538890.BO,MKEXIM      
538891.BO,MCLOUD      
538894.BO,OCTAL       
538896.BO,KANCHI      
538897.BO,SHRINIWAS   
538902.BO,DHUN TEAIND 
538918.BO,VANICOM     
538920.BO,VINCOFE     
538922.BO,COSYN       
538923.BO,SOFCOM      
538926.BO,NAPL        
538928.BO,KARNAVATI   
538942.BO,MERCANTILE  
538943.BO,SONAL       
538952.BO,ALFL        
538961.BO,GENUSPAPER  
538962.BO,MINDACORP   
538964.BO,MERCURYLAB  
538965.BO,CONCORD     
538970.BO,WARDINMOBI  
538975.BO,SHREESEC    
538979.BO,GRNLAM IND  
538987.BO,TALBROSENG  
539006.BO,PTCIL       
539011.BO,CHENFERRO   
539012.BO,MEGRISOFT   
539013.BO,GITARENEW   
539015.BO,ORTEL       
539016.BO,NEIL        
539017.BO,STARHFL     
539018.BO,BEEKAY      
539026.BO,SSPNFIN     
539031.BO,SETFBSE100  
539032.BO,FRASER      
539040.BO,TTIL        
539041.BO,SVPHOUSING  
539042.BO,AGIIL       
539043.BO,BKMINDST    
539044.BO,MANAKSTELTD 
539045.BO,MNKALCOLTD  
539046.BO,MNKCMILTD   
539056.BO,IMAGICAA    
539083.BO,INOXWIND    
539096.BO,AANANDALAK  
539097.BO,URSUGAR     
539098.BO,FILTRA      
539111.BO,SHESHAINDS  
539112.BO,SAB         
539113.BO,PML         
539115.BO,ALAN SCOTT  
539117.BO,SUJALA      
539118.BO,VRLLOG      
539120.BO,BFFL        
539121.BO,PALCO       
539122.BO,BODHTREE    
539123.BO,VBIND       
539124.BO,SARVOTTAM   
539126.BO,MEP         
539132.BO,WARDWIZFBL  
539141.BO,UFO         
539143.BO,PANTH       
539148.BO,SHIVALIK    
539149.BO,ICSL        
539150.BO,PNCINFRA    
539151.BO,ARFIN       
539175.BO,INDRAIND    
539176.BO,HAWAENG     
539177.BO,AIIL        
539190.BO,DFL         
539195.BO,POEL        
539196.BO,AEL         
539198.BO,CAPFIN      
539199.BO,SGFIN       
539201.BO,SATIA       
539216.BO,GARMNTMNTR  
539217.BO,SRESTHA     
539218.BO,SAUMYA      
539219.BO,MUL         
539220.BO,MISHKA      
539221.BO,SPORTKING   
539222.BO,GROWINGTON  
539223.BO,AMBITION    
539224.BO,HCKKVENTURE 
539226.BO,RUDRA       
539227.BO,LOYAL       
539228.BO,GGPL        
539251.BO,BALKRISHNA  
539252.BO,SCFL        
539254.BO,ADANITRANS  
539255.BO,STARDELTA   
539267.BO,SAMSRITA    
539268.BO,SYNGENE     
539273.BO,PECOS       
539275.BO,MSL         
539276.BO,KAYA        
539278.BO,SYMBIOX     
539287.BO,ORTINLAABS  
539288.BO,AVI         
539289.BO,AURUM       
539290.BO,OSWALGREEN  
539291.BO,VASUDHAGAM  
539300.BO,AKSPINTEX   
539301.BO,ARVSMART    
539302.BO,POWERMECH   
539304.BO,CANOPYFIN   
539309.BO,RAMASTEEL   
539310.BO,THINKINK    
539312.BO,UTISENSETF  
539313.BO,UTINIFTETF  
539314.BO,UNIAUTO     
539331.BO,VETO        
539332.BO,NAVKARCORP  
539334.BO,SHREEPUSHK  
539336.BO,GUJGAS      
539337.BO,WAAREE      
539346.BO,SADBHIN     
539353.BO,SALAUTO     
539354.BO,POLYSPIN    
539359.BO,PRITIKAUTO  
539378.BO,SML         
539384.BO,KRISHNACAP  
539391.BO,ACME        
539398.BO,VISHALBL    
539399.BO,BELLACASA   
539400.BO,MALLCOM     
539401.BO,PJL         
539402.BO,VAL         
539404.BO,SATIN       
539405.BO,DITCO       
539406.BO,SWAGTAM     
539407.BO,GENCON      
539408.BO,KUBERJI     
539409.BO,NEERAJ      
539410.BO,MUZALI      
539428.BO,TEJNAKSH    
539436.BO,COFFEEDAY   
539437.BO,IDFCFIRSTB  
539447.BO,BEARDSELL   
539448.BO,INDIGO      
539450.BO,SHK         
539455.BO,ARYAVAN     
539469.BO,PANORAMA    
539470.BO,SHREEGANES  
539479.BO,GTV         
539480.BO,LICNETFN50  
539486.BO,GEETANJ     
539487.BO,LICNETFSEN  
539492.BO,GARBIFIN    
539494.BO,SMARTFIN    
539495.BO,RAJKOTINV   
539506.BO,ADCON       
539515.BO,QUINT       
539516.BO,HDFCNIFTY   
539517.BO,HDFCSENSEX  
539518.BO,UDAYJEW     
539519.BO,MAYUKH      
539522.BO,GROVY       
539523.BO,ALKEM       
539524.BO,LALPATHLAB  
539526.BO,SCTL        
539527.BO,CREATIVE    
539528.BO,AAYUSH      
539542.BO,LUXIND      
539544.BO,ABHIINFRA   
539545.BO,APOORVA     
539546.BO,BNL         
539551.BO,NH          
539559.BO,DDIL        
539561.BO,REMLIFE     
539562.BO,AARNAV      
539574.BO,SCL         
539584.BO,SIPTL       
539593.BO,SHIVA       
539594.BO,MISHTANN    
539596.BO,DELTA       
539598.BO,CGFL        
539607.BO,BLUECLOUDS  
539620.BO,KEIL        
539621.BO,BCLENTERPR  
539636.BO,PRECAM      
539658.BO,TEAMLEASE   
539659.BO,VIDLI       
539660.BO,BESTAGRO    
539661.BO,ACEMEN      
539662.BO,BFLAFL      
539673.BO,RCL         
539678.BO,QUICKHEAL   
539679.BO,KAPILRAJ    
539686.BO,KPEL        
539692.BO,IFINSER     
539697.BO,HILIKS      
539725.BO,GOKULAGRO   
539730.BO,FREDUN      
539742.BO,SIMBHALS    
539761.BO,VKAL        
539767.BO,MNIL        
539770.BO,DARJEELING  
539773.BO,ADVIKCA     
539784.BO,LICNFNHGP   
539785.BO,PDMJEPAPER  
539787.BO,HCG         
539798.BO,UMIYA       
539799.BO,BHARATWIRE  
539800.BO,CHDCHEM     
539807.BO,INFIBEAM    
539814.BO,LELAVOIR    
539834.BO,BALGOPAL    
539835.BO,SUPERIOR    
539837.BO,RPEL        
539841.BO,LANCER      
539843.BO,NINSYS      
539854.BO,HALDER      
539861.BO,SKIL        
539871.BO,THYROCARE   
539872.BO,BAJAJHCARE  
539874.BO,UJJIVAN     
539875.BO,RSDFIN      
539876.BO,CROMPTON    
539883.BO,PILANIINVS  
539884.BO,DARSHANORNA 
539889.BO,PARAGMILK   
539894.BO,MADHAVIPL   
539895.BO,SAGL        
539910.BO,KOCL        
539911.BO,SNIM        
539917.BO,NAGARFERT   
539921.BO,SEIL        
539938.BO,MIL         
539939.BO,YASHCHEM    
539940.BO,MAXVIL      
539945.BO,ICICINV20   
539946.BO,BAZELINTER  
539947.BO,JLL         
539956.BO,TAALENT     
539957.BO,MGL         
539963.BO,ZEAL        
539978.BO,QUESS       
539979.BO,DIGJAMLTD   
539980.BO,ICICIMCAP   
539982.BO,ASYL        
539984.BO,HUIL        
539986.BO,COMSYN      
539991.BO,CFEL        
539992.BO,LLOYDSTEEL  
539997.BO,KPL         
540005.BO,LTIM        
540006.BO,EASTWEST    
540008.BO,BSLSENETFG  
540023.BO,COLORCHIPS  
540025.BO,ADVENZYMES  
540026.BO,LAHL        
540027.BO,PTIL        
540047.BO,DBL         
540048.BO,SPAL        
540061.BO,BIGBLOC     
540063.BO,ECS         
540064.BO,FRETAIL     
540065.BO,RBLBANK     
540073.BO,BLS         
540078.BO,MITSU       
540079.BO,SPRAYKING   
540080.BO,DHATRE      
540081.BO,GOVNOW      
540083.BO,TVVISION    
540097.BO,VISCO       
540108.BO,TIAANC      
540115.BO,LTTS        
540124.BO,GNA         
540125.BO,RADHIKAJWE  
540133.BO,ICICIPRULI  
540134.BO,IISL        
540135.BO,ARCFIN      
540136.BO,HPL         
540143.BO,SAGARSOFT   
540144.BO,DRA         
540145.BO,VALIANTORG  
540146.BO,ACML        
540147.BO,SHASHIJIT   
540153.BO,ENDURANCE   
540154.BO,IDFSENSEXE  
540159.BO,PURPLE      
540168.BO,SUPRAP      
540173.BO,PNBHOUSING  
540174.BO,SOUTHERNIN  
540175.BO,REGENCY     
540180.BO,VBL         
540181.BO,SALEM       
540190.BO,FRANKLININD 
540192.BO,LKPSEC      
540198.BO,OSIAJEE     
540203.BO,SFL         
540204.BO,EIKO        
540205.BO,AVL         
540210.BO,HEADSUP     
540212.BO,TCIEXP      
540222.BO,LAURUSLABS  
540243.BO,NEWLIGHT    
540252.BO,VSL         
540254.BO,MTPL        
540259.BO,SHANGAR     
540266.BO,GLCL        
540267.BO,FLORACORP   
540268.BO,TRU         
540293.BO,PRICOLLTD   
540310.BO,CFL         
540311.BO,JITFINFRA   
540332.BO,TANVI       
540358.BO,RMC         
540359.BO,PARMAX      
540360.BO,LLFICL      
540361.BO,DANUBE      
540366.BO,RADIOCITY   
540376.BO,DMART       
540377.BO,IFL         
540385.BO,KDLL        
540386.BO,ONTIC       
540393.BO,SMLT        
540395.BO,CHEMCRUX    
540396.BO,MANOMAY     
540401.BO,MAXIMUS     
540403.BO,CLEDUCATE   
540404.BO,PRIMEFRESH  
540405.BO,OCEANIC     
540425.BO,SHANKARA    
540492.BO,STARLENT    
540497.BO,SCHAND      
540515.BO,KANUNGO     
540519.BO,MEERA       
540526.BO,IRBINVIT    
540530.BO,HUDCO       
540544.BO,PSPPROJECT  
540545.BO,BGJL        
540565.BO,INDIGRID    
540570.BO,VARIMAN     
540575.BO,STARCEMENT  
540590.BO,RIDDHICORP  
540595.BO,TEJASNET    
540596.BO,ERIS        
540597.BO,CONTAINER   
540602.BO,GTPL        
540611.BO,AUBANK      
540612.BO,ICICILOVOL  
540614.BO,GGENG       
540615.BO,7NR         
540642.BO,SALASAR     
540647.BO,GANGESSEC   
540648.BO,PALASHSEC   
540649.BO,AVADHSUGAR  
540650.BO,MAGADHSUGAR 
540653.BO,SINTEXPLAST 
540654.BO,GSTL        
540669.BO,UTINEXT50   
540673.BO,SIS         
540678.BO,COCHINSHIP  
540679.BO,SMSLIFE     
540680.BO,KIOCL       
540686.BO,SMRUTHIORG  
540691.BO,ABCAPITAL   
540692.BO,APEX        
540693.BO,SHISHIND    
540694.BO,ANG         
540696.BO,KCDGROUP    
540699.BO,DIXON       
540700.BO,BRNL        
540701.BO,DCAL        
540702.BO,LASA        
540703.BO,PROCLB      
540704.BO,MATRIMONY   
540709.BO,RELHOME     
540710.BO,CAPACITE    
540716.BO,ICICIGI     
540717.BO,PQIF        
540719.BO,SBILIFE     
540724.BO,DIAMONDYD   
540725.BO,SISL        
540726.BO,TTFL        
540727.BO,POOJA       
540728.BO,SAYAJIIND   
540730.BO,MEHAI       
540735.BO,IRIS        
540737.BO,SGRL        
540738.BO,STL         
540743.BO,GODREJAGRO  
540749.BO,MASFIN      
540750.BO,IEX         
540755.BO,GICRE       
540757.BO,SCPL        
540762.BO,TIINDIA     
540767.BO,NAM-INDIA   
540768.BO,MAHLOG      
540769.BO,NIACL       
540774.BO,IFGLEXPOR   
540775.BO,KHADIM      
540776.BO,5PAISA      
540777.BO,HDFCLIFE    
540786.BO,SHARIKA     
540787.BO,ICICIB22    
540788.BO,ASPIRA      
540789.BO,DNAMEDIA    
540795.BO,DYNAMIC     
540796.BO,RATNABHUMI  
540797.BO,SHALBY      
540798.BO,FSC         
540809.BO,MRCAGRO     
540821.BO,SADHNA      
540823.BO,VITESSE     
540824.BO,ASTRON      
540829.BO,CHANDRIMA   
540874.BO,7SEAS       
540879.BO,APOLLO      
540900.BO,NEWGEN      
540901.BO,PRAXIS      
540902.BO,AMBER       
540904.BO,TIRUFOAM    
540914.BO,SRUSTEELS   
540923.BO,ASHOKAMET   
540935.BO,GALAXYSURF  
540936.BO,GGL         
540937.BO,MEDICO      
540952.BO,LAL         
540953.BO,KENVI       
540954.BO,IWP         
540955.BO,TDSL        
540956.BO,BHATIA      
540961.BO,SHIVAMILLS  
540975.BO,ASTERDM     
540980.BO,YSL         
541005.BO,KANCOTEA    
541019.BO,HGINFRA     
541083.BO,INFLAME     
541096.BO,BPLPHARMA   
541097.BO,LIQUIDETF   
541143.BO,BDL         
541144.BO,ACTIVE      
541152.BO,GOYALALUM   
541153.BO,BANDHANBNK  
541154.BO,HAL         
541161.BO,KBCGLOBAL   
541163.BO,SANDHAR     
541167.BO,YASHO       
541178.BO,BENARA      
541179.BO,ISEC        
541195.BO,MIDHANI     
541206.BO,OBCL        
541228.BO,TRL         
541233.BO,LEMONTREE   
541269.BO,CHEMFABALKA 
541276.BO,HARDWYN     
541301.BO,ORIENTELEC  
541302.BO,DHRUV       
541303.BO,AKSHAR      
541304.BO,INDOUS      
541313.BO,ICICI500    
541336.BO,INDOSTAR    
541337.BO,MILEFUR     
541338.BO,UHZAVERI    
541347.BO,PARVATI     
541352.BO,MEGASTAR    
541353.BO,INNOVATORS  
541400.BO,ZIMLAB      
541402.BO,AFFORDABLE  
541403.BO,DOLLAR      
541418.BO,NGIL        
541444.BO,PALMJEWELS  
541445.BO,WAA         
541450.BO,ADANIGREEN  
541503.BO,UNICK       
541540.BO,SOLARA      
541546.BO,GAYAHWS     
541556.BO,RITES       
541557.BO,FINEORG     
541578.BO,VARROC      
541601.BO,RAJNISH     
541627.BO,HITECHWIND  
541634.BO,RAWEDGE     
541700.BO,TCNSBRANDS  
541702.BO,ASHNI       
541703.BO,GFIL        
541729.BO,HDFCAMC     
541735.BO,VIVANTA     
541741.BO,TINNATFL    
541770.BO,CREDITACC   
541771.BO,AMINTAN     
541778.BO,DEEP        
541809.BO,ICICINXT50  
541865.BO,ASRL        
541890.BO,SPACEINCUBA 
541929.BO,SGIL        
541946.BO,ICICILIQ    
541956.BO,IRCON       
541967.BO,SKYGOLD     
541972.BO,SETFSN50    
541974.BO,MANORAMA    
541983.BO,INNOVATIVE  
541988.BO,AAVAS       
542011.BO,GRSE        
542012.BO,AAL         
542013.BO,DOLFIN      
542019.BO,SHUBHAM     
542020.BO,AKI         
542025.BO,SUNRETAIL   
542034.BO,SMGOLD      
542046.BO,VIVIDM      
542057.BO,BCPL        
542066.BO,ATGL        
542117.BO,NETRIPPLES  
542123.BO,PHOSPHATE   
542131.BO,MAN50ETF    
542141.BO,TECHNOE     
542145.BO,RONI        
542155.BO,DGL         
542206.BO,NIVAKA      
542216.BO,DALBHARAT   
542230.BO,ABSLNN50ET  
542231.BO,NILASPACES  
542232.BO,SRD         
542233.BO,TREJHARA    
542248.BO,DECCAN      
542285.BO,AXITA       
542323.BO,KPIGREEN    
542333.BO,RPSGVENT    
542337.BO,SPENCER     
542351.BO,GLOSTERLTD  
542367.BO,XELPMOC     
542383.BO,RITCO       
542399.BO,CHALET      
542437.BO,ANMOL       
542446.BO,JONJUA      
542459.BO,KRANTI      
542460.BO,ANUP        
542484.BO,ARVINDFASN  
542513.BO,UTISXN50    
542524.BO,AIHL        
542543.BO,INFRATRUST  
542579.BO,AGOL        
542580.BO,AARTECH     
542592.BO,HBEL        
542597.BO,MSTC        
542602.BO,EMBASSY     
542627.BO,CHANDNIMACH 
542628.BO,NSL         
542649.BO,RVNL        
542650.BO,METROPOLIS  
542651.BO,KPITTECH    
542652.BO,POLYCAB     
542654.BO,VRFILMS     
542655.BO,VIKASLIFE   
542665.BO,NEOGEN      
542666.BO,GKP         
542667.BO,WORL        
542668.BO,EVANS       
542669.BO,BMW         
542670.BO,AEPL        
542677.BO,MAHESH      
542678.BO,CHCL        
542679.BO,DEL         
542682.BO,HARISH      
542684.BO,PPL         
542685.BO,DGCONTENT   
542694.BO,PARSHVA     
542721.BO,ARL         
542724.BO,EARUM       
542725.BO,SBC         
542726.BO,INDIAMART   
542729.BO,DCMNVL      
542730.BO,ICICIBANKN  
542747.BO,SNXT50BEES  
542752.BO,AFFLE       
542753.BO,SEACOAST    
542758.BO,ICICIBANKP  
542759.BO,SPANDANA    
542760.BO,SWSOLAR     
542770.BO,ALPHALOGIC  
542771.BO,NOVATEOR    
542772.BO,360ONE      
542773.BO,IIFLSEC     
542774.BO,MUFIN       
542802.BO,GALACTICO   
542803.BO,VEL         
542810.BO,NIESSPA     
542812.BO,FLUOROCHEM  
542817.BO,NIEHSPI     
542830.BO,IRCTC       
542839.BO,NIEHSPD     
542841.BO,NIEHSPE     
542842.BO,NIESSPK     
542844.BO,NIEHSPH     
542846.BO,NIEHSPL     
542847.BO,NIESSPL     
542848.BO,NIESSPM     
542850.BO,GOBLIN      
542851.BO,GENSOL      
542852.BO,VISHWARAJ   
542857.BO,GREENPANEL  
542862.BO,SHAHLON     
542863.BO,ABSLBANETF  
542865.BO,ANUROOP     
542866.BO,COLABCLOUD  
542867.BO,CSBBANK     
542904.BO,UJJIVANSFB  
542905.BO,HINDWAREAP  
542907.BO,PRINCEPIPE  
542909.BO,EBBETF0430  
542910.BO,VALENCIA    
542918.BO,GIANLIFE    
542919.BO,ARTEMISMED  
542920.BO,SUMICHEM    
542921.BO,ICICIM150   
542922.BO,MANXT50ETF  
542924.BO,JANUSCORP   
542932.BO,BIRLATYRES  
542933.BO,UNIVPHOTO   
543064.BO,SUVENPHAR   
543066.BO,SBICARD     
543071.BO,07AGG       
543079.BO,07GPG       
543087.BO,09AGG       
543092.BO,09GPG       
543099.BO,UTCRFS2DGR  
543144.BO,08MPD       
543150.BO,08GPG       
543161.BO,10AGG       
543165.BO,10ARD       
543167.BO,10GPG       
543171.BO,ROJL        
543174.BO,11GPG       
543175.BO,11MPD       
543176.BO,11MPR       
543177.BO,11QPD       
543181.BO,11AGG       
543182.BO,11AMD       
543186.BO,11DPD       
543187.BO,POWERINDIA  
543193.BO,DJML        
543194.BO,NIRMITEE    
543207.BO,NATURAL     
543210.BO,AARTISURF   
543211.BO,BONLON      
543212.BO,BOROLTD     
543213.BO,ROSSARI     
543214.BO,NDRAUTO     
543215.BO,EBBETF0425  
543216.BO,EBBETF0431  
543217.BO,MINDSPACE   
543218.BO,SBGLP       
543219.BO,ICICIALPLV  
543220.BO,MAXHEALTH   
543221.BO,ICICITECH   
543223.BO,MAXINDIA    
543224.BO,HDFCNIFBAN  
543226.BO,UTIBANKETF  
543227.BO,HAPPSTMNDS  
543228.BO,ROUTE       
543229.BO,SAMRATFORG  
543230.BO,ADVAIT      
543232.BO,CAMS        
543233.BO,CHEMCON     
543234.BO,SECMARK     
543235.BO,ANGELONE    
543236.BO,ATAM        
543237.BO,MAZDOCK     
543238.BO,UTIAMC      
543239.BO,GMPL        
543240.BO,LIKHITHA    
543241.BO,VGIL        
543242.BO,HEMIPROP    
543243.BO,EQUITASBNK  
543245.BO,GLAND       
543246.BO,MAESGETF    
543248.BO,RBA         
543249.BO,TARC        
543250.BO,MOGSEC      
543251.BO,RVHL        
543252.BO,FAIRCHEMOR  
543253.BO,BECTORFOOD  
543254.BO,AWHCL       
543255.BO,INFRABEES   
543256.BO,RFLL        
543257.BO,IRFC        
543258.BO,INDIGOPNTS  
543259.BO,HOMEFIRST   
543260.BO,STOVEKRAFT  
543261.BO,BIRET       
543263.BO,SMCGLOBAL   
543264.BO,NURECA      
543265.BO,RAILTEL     
543266.BO,HERANBA     
543267.BO,DAVANGERE   
543268.BO,DRCSYSTEMS  
543270.BO,MTARTECH    
543271.BO,JUBLINGREA  
543272.BO,EASEMYTRIP  
543273.BO,KMEW        
543274.BO,SUUMAYA     
543275.BO,ANURAS      
543276.BO,CRAFTSMAN   
543277.BO,LXCHEM      
543278.BO,KALYANKJIL  
543279.BO,SURYODAY    
543280.BO,NAZARA      
543281.BO,SUVIDHAA    
543282.BO,NIKSTECH    
543283.BO,BARBEQUE    
543284.BO,EKI         
543286.BO,JETMALL     
543287.BO,LODHA       
543288.BO,DEEPIND     
543290.BO,PGINVIT     
543291.BO,MAFANG      
543292.BO,ICICIPHARM  
543297.BO,IWEL        
543298.BO,VINEETLAB   
543299.BO,SHYAMMETL   
543300.BO,SONACOMS    
543305.BO,NAVODAYENT  
543306.BO,DODLA       
543308.BO,KIMS        
543311.BO,IPL         
543312.BO,FOCUS       
543317.BO,GRINFRA     
543318.BO,CLEAN       
543319.BO,AAPLUSTRAD  
543320.BO,ZOMATO      
543321.BO,TATVA       
543322.BO,GLS         
543323.BO,MAFSETF     
543325.BO,ROLEXRINGS  
543326.BO,ICICIFMCG   
543327.BO,EXXARO      
543328.BO,KRSNAA      
543329.BO,WINDLAS     
543330.BO,DEVYANI     
543331.BO,MOL         
543332.BO,MFL         
543333.BO,CARTRADE    
543334.BO,NUVOCO      
543335.BO,APTUS       
543336.BO,CHEMPLASTS  
543341.BO,SHARPLINE   
543346.BO,AASHKA      
543347.BO,AXISTECETF  
543348.BO,AXISHETF    
543349.BO,AMIORG      
543350.BO,VIJAYA      
543351.BO,NBL         
543357.BO,AXISCETF    
543358.BO,SANSERA     
543363.BO,PREVEST     
543364.BO,MARKOLINES  
543365.BO,MASPTOP50   
543366.BO,SBLI        
543367.BO,PARAS       
543372.BO,GETALONG    
543374.BO,ABSLAMC     
543378.BO,CWD         
543383.BO,ICICICONSU  
543384.BO,NYKAA       
543386.BO,FINOPB      
543387.BO,SJS         
543388.BO,DSPNEWETF   
543389.BO,SIGACHI     
543390.BO,POLICYBZR   
543391.BO,SGFRL       
543396.BO,PAYTM       
543397.BO,SAPPHIRE    
543398.BO,LATENTVIEW  
543399.BO,TARSONS     
543400.BO,OMNIPOTENT  
543401.BO,GOCOLORS    
543410.BO,DMR         
543411.BO,HITECH      
543412.BO,STARHEALTH  
543413.BO,TEGA        
543414.BO,MAHKTECH    
543415.BO,ANANDRATHI  
543416.BO,ZODIAC      
543417.BO,RATEGAIN    
543418.BO,BBETF0432   
543419.BO,SHRIRAMPPS  
543420.BO,JETFREIGHT  
543425.BO,MAPMYINDIA  
543426.BO,METROBRAND  
543427.BO,MEDPLUS     
543428.BO,DATAPATTNS  
543433.BO,HPAL        
543434.BO,SUPRIYA     
543435.BO,CLARA       
543437.BO,MONQ50      
543438.BO,DSPQ50ETF   
543439.BO,BRANDBUCKT  
543440.BO,DSPN50ETF   
543441.BO,CMSINFO     
543442.BO,BCONCEPTS   
543443.BO,ASCENSIVE   
543444.BO,FABINO      
543449.BO,WEL         
543450.BO,ICICIAUTO   
543451.BO,AGSTRA      
543452.BO,ICICISILVE  
543453.BO,ALKOSIGN    
543454.BO,MAMFGETF    
543458.BO,AWL         
543462.BO,DEVIT       
543463.BO,MANYAVAR    
543465.BO,MOMOMENTUM  
543470.BO,SOFTTECH    
543471.BO,SILVER      
543472.BO,TECH        
543473.BO,HEALTHY     
543474.BO,BSLNIFTY    
543475.BO,EKENNIS     
543481.BO,MAM150ETF   
543482.BO,EUREKAFORBE 
543489.BO,GATEWAY     
543490.BO,GMRP&UI     
543497.BO,BCCL        
543498.BO,MSUMI       
543499.BO,ACHYUT      
543501.BO,MOLOWVOL    
543512.BO,AVROIND     
543513.BO,UMAEXPORTS  
543514.BO,VERANDA     
543515.BO,SEML        
543516.BO,DHYAANI     
543517.BO,HARIOMPIPE  
543518.BO,EIGHTY      
543520.BO,GLHRL       
543523.BO,CAMPUS      
543524.BO,RAINBOW     
543525.BO,SILVERTUC   
543526.BO,LICI        
543527.BO,PRUDENT     
543528.BO,VENUSPIPES  
543529.BO,DELHIVERY   
543530.BO,PARADEEP    
